date,ticker,close,volume,short_volume,short_exempt_volume,short_ratio_pct,short_interest,days_to_cover,borrow_fee_pct,utilization_pct,rebate_rate_pct,shares_outstanding,avg_daily_volume,fail_to_deliver,dark_pool_short_volume,dark_pool_short_ratio_pct,price_change_pct,squeeze_score,sentiment_tag,market_cap,exchange,country,data_type
2026-02-19,TSLA,28822,726569,275458,3091,37.91,112190323,138.29,4.0,85.54,-1.28,4339801133,811250,1406,128799,17.73,-2.71,100,bearish,125081748255326,NASDAQ,US,short_interest
2026-02-20,TSLA,27665,548319,123235,1498,22.48,361508105,641.08,1.67,73.22,-1.32,4636874440,563901,3378,23519,4.29,-1.84,100,squeeze_watch,128279131382600,NYSE,US,short_interest
2026-02-23,TSLA,28022,536458,166447,1179,31.03,198490425,337.23,2.03,56.35,-0.68,1835480012,588589,1170,69609,12.98,2.95,100,squeeze_watch,51433820896264,NYSE,US,short_interest
2026-02-24,TSLA,28833,781606,225887,3197,28.9,302098859,449.73,5.25,55.29,-0.14,3562078948,671735,22538,65211,8.34,2.47,100,neutral,102705422307684,NASDAQ,US,short_interest
2026-02-25,TSLA,27926,671923,56159,793,8.36,456111610,506.77,1.89,68.34,-0.82,4246386551,900038,2708,13026,1.94,3.91,100,highly_bearish,118584590823226,NYSE,US,short_interest
2026-02-26,TSLA,28168,445695,78911,665,17.71,172107342,286.96,0.57,58.62,-0.87,973372881,599764,11383,18100,4.06,-3.72,100,volatile,27417967312008,NYSE,US,short_interest
2026-02-27,TSLA,28797,335472,78944,196,23.53,205797833,601.9,1.88,56.56,-1.08,2182279089,341913,3326,29327,8.74,2.26,100,bearish,62843090925933,NASDAQ,US,short_interest
2026-03-02,TSLA,28842,844807,128316,506,15.19,266812639,321.98,3.53,65.85,0.25,2918515958,828665,6807,20916,2.48,-1.35,100,highly_bearish,84175837260636,NASDAQ,US,short_interest
2026-03-03,TSLA,27367,300000,34239,474,11.41,189349864,481.44,1.17,83.72,0.61,1742895732,393297,4669,11757,3.92,-2.06,100,highly_bearish,47697827497644,NASDAQ,US,short_interest
2026-03-04,TSLA,28106,811385,96995,1756,11.95,43323731,47.13,1.27,71.06,0.15,1650923507,919259,5368,28842,3.55,0.7,100,volatile,46400856087742,NYSE,US,short_interest
2026-03-05,TSLA,27667,300000,49605,285,16.54,180146645,510.22,4.61,65.18,-1.32,4527555601,353078,5168,7578,2.53,0.36,100,neutral,125263880812867,NASDAQ,US,short_interest
2026-03-06,TSLA,28895,617936,248225,3100,40.17,137517176,222.86,0.99,78.54,0.41,1090691202,617050,8742,127301,20.6,-6.41,100,bearish,31515522281790,NASDAQ,US,short_interest
2026-03-09,TSLA,29148,1326948,112867,1074,8.51,187363101,126.65,2.27,62.47,-1.5,2443750425,1479330,10452,52477,3.95,-4.12,100,neutral,71230437387900,NASDAQ,US,short_interest
2026-03-10,TSLA,28510,333387,132691,1923,39.8,78928308,240.09,0.65,58.55,-0.56,4997350153,328738,5386,55988,16.79,4.24,100,squeeze_watch,142474452862030,NASDAQ,US,short_interest
2026-03-11,TSLA,28524,654069,199043,3740,30.43,94487328,139.09,3.75,98.01,0.32,4083982507,679306,12783,37791,5.78,5.77,100,highly_bearish,116491517029668,NYSE,US,short_interest
2026-03-12,TSLA,28870,319619,106628,1133,33.36,400590341,905.11,2.44,52.54,-0.77,2774247003,442586,4431,19724,6.17,1.31,100,volatile,80092510976610,NASDAQ,US,short_interest
2026-03-13,TSLA,28112,858995,355020,2301,41.33,34549389,33.34,1.43,53.67,-1.35,342420585,1036315,2847,143849,16.75,2.12,100,bearish,9626127485520,NYSE,US,short_interest
2026-03-16,TSLA,28477,1088581,322048,2906,29.58,173706302,139.62,3.2,72.57,0.79,3144066350,1244150,7610,90101,8.28,-0.76,100,neutral,89533577448950,NYSE,US,short_interest
2026-03-17,TSLA,27755,947612,128777,1626,13.59,320299066,278.73,3.03,49.87,-0.11,2124482851,1149148,21070,47298,4.99,-5.11,100,bearish,58965021529505,NYSE,US,short_interest
2026-03-18,TSLA,27445,300000,26835,268,8.95,63230035,239.07,2.26,55.71,-0.97,776945082,264480,8081,13926,4.64,2.89,100,squeeze_watch,21323257775490,NYSE,US,short_interest
2026-03-19,TSLA,28507,430900,64307,307,14.92,91041825,203.62,4.97,97.75,0.78,4811451607,447115,9208,22592,5.24,3.94,100,volatile,137160050960749,NYSE,US,short_interest
2026-03-20,TSLA,28789,300000,35252,369,11.75,51694804,154.39,1.59,63.82,0.44,335520683,334842,4860,8074,2.69,0.26,100,volatile,9659304942887,NYSE,US,short_interest
2026-03-23,TSLA,29556,555814,74004,611,13.31,300800851,463.65,3.3,58.11,-0.33,1972625221,648763,9926,34406,6.19,-0.64,100,squeeze_watch,58302911031876,NYSE,US,short_interest
2026-03-24,TSLA,27712,1094206,240440,2028,21.97,32129196,28.77,3.54,94.11,-0.43,453554121,1116771,13442,119138,10.89,-3.46,100,bearish,12568891801152,NASDAQ,US,short_interest
2026-03-25,TSLA,29303,837779,92106,956,10.99,61302090,69.57,4.68,49.34,0.13,896280955,881166,862,38271,4.57,-1.09,100,neutral,26263720824365,NASDAQ,US,short_interest
2026-03-26,TSLA,29145,752442,248573,4926,33.04,112333806,182.39,0.7,61.11,-0.56,1460408997,615911,1945,116911,15.54,3.3,100,volatile,42563620217565,NYSE,US,short_interest
2026-03-27,TSLA,29165,375940,123210,883,32.77,196532787,406.73,2.9,85.87,-0.41,4749914075,483203,9455,43436,11.55,-1.05,100,highly_bearish,138531243997375,NASDAQ,US,short_interest
2026-03-30,TSLA,29419,522261,130657,1847,25.02,26156773,43.94,0.05,61.57,-1.35,1454802345,595317,1137,65952,12.63,-1.66,100,highly_bearish,42798830187555,NASDAQ,US,short_interest
2026-03-31,TSLA,28740,663841,207110,1621,31.2,36880288,43.12,2.8,89.2,-0.23,987574081,855355,6400,47503,7.16,2.54,100,neutral,28382879087940,NYSE,US,short_interest
2026-04-01,TSLA,29126,489294,186996,1570,38.22,300057967,611.85,0.45,77.27,-0.04,1862719120,490410,3106,80552,16.46,-0.75,100,bearish,54253557089120,NASDAQ,US,short_interest
2026-04-02,TSLA,27823,951741,136949,2313,14.39,164779928,174.0,3.97,93.43,-1.4,2807904921,947014,23533,27954,2.94,-3.25,100,volatile,78124338616983,NYSE,US,short_interest
2026-04-03,TSLA,27430,302078,114719,2170,37.98,79955624,198.51,1.93,58.32,-0.07,531630146,402786,6538,26847,8.89,1.91,100,highly_bearish,14582614904780,NYSE,US,short_interest
2026-04-06,TSLA,29369,347967,41661,340,11.97,439923385,1069.62,2.06,74.14,-1.48,2458985610,411289,7237,15927,4.58,-3.74,100,neutral,72217948380090,NASDAQ,US,short_interest
2026-04-07,TSLA,28569,300000,28700,358,9.57,374735003,1425.42,3.68,49.98,0.45,2119073119,262894,4104,15462,5.15,-0.06,100,highly_bearish,60539799936711,NASDAQ,US,short_interest
2026-04-08,TSLA,27848,462120,178780,3075,38.69,243528619,431.82,2.81,74.28,-1.07,4107389383,563953,1658,26856,5.81,-5.6,100,highly_bearish,114382579537784,NASDAQ,US,short_interest
2026-04-09,TSLA,28028,509071,102679,1451,20.17,386883582,803.19,0.75,64.49,0.62,2570587903,481686,10063,16663,3.27,-1.94,100,squeeze_watch,72048437745284,NYSE,US,short_interest
2026-04-10,TSLA,28644,1412139,497611,7966,35.24,186730117,153.26,2.56,78.33,0.7,1512041291,1218357,25851,167169,11.84,-0.51,100,volatile,43310910739404,NASDAQ,US,short_interest
2026-04-13,TSLA,28890,740798,140936,2018,19.02,269772273,273.52,0.78,74.67,-0.18,4031138261,986287,526,52390,7.07,1.48,100,neutral,116459584360290,NYSE,US,short_interest
2026-04-14,TSLA,28554,336333,97124,1845,28.88,68307286,164.31,2.87,88.25,0.01,682960482,415725,7234,19445,5.78,3.53,100,volatile,19501253603028,NASDAQ,US,short_interest
2026-04-15,TSLA,28426,925328,288948,1855,31.23,106706773,87.42,0.05,74.93,-1.0,1550235315,1220621,14409,49520,5.35,-8.85,100,highly_bearish,44066989064190,NYSE,US,short_interest
2026-04-16,TSLA,28760,300000,33324,401,11.11,284676909,762.51,3.51,75.75,-0.7,2463312996,373342,901,9191,3.06,-7.67,100,volatile,70844881764960,NASDAQ,US,short_interest
2026-04-17,TSLA,29235,335215,58583,554,17.48,334958733,1119.8,0.97,71.24,-0.26,2326681031,299123,2442,13843,4.13,5.99,100,highly_bearish,68020519941285,NYSE,US,short_interest
2026-04-20,TSLA,28750,824484,264890,3785,32.13,56606467,80.67,2.06,58.84,0.7,561070644,701724,2705,85071,10.32,-4.7,100,squeeze_watch,16130781015000,NYSE,US,short_interest
2026-04-21,TSLA,29083,626924,82334,238,13.13,93866022,160.36,3.31,81.54,-1.16,4189657270,585361,6451,39803,6.35,0.49,100,bearish,121847802383410,NYSE,US,short_interest
2026-04-22,TSLA,29082,750934,269338,1955,35.87,431825160,536.77,3.17,87.74,-0.36,3517964192,804485,11755,123981,16.51,-1.48,100,squeeze_watch,102309434631744,NASDAQ,US,short_interest
2026-04-23,TSLA,28070,409259,116734,2275,28.52,211180810,498.01,0.93,48.26,-0.82,2364037797,424052,8083,56152,13.72,-2.27,100,bearish,66358540961790,NASDAQ,US,short_interest
2026-04-24,TSLA,28077,364870,143861,836,39.43,43255375,86.61,4.72,58.55,-1.02,3233689245,499449,9600,78780,21.59,-3.28,100,neutral,90792292931865,NYSE,US,short_interest
2026-04-27,TSLA,28886,666316,181676,1410,27.27,134311862,186.61,2.44,62.67,-0.91,1153380226,719735,19908,51779,7.77,0.57,100,highly_bearish,33316541208236,NASDAQ,US,short_interest
2026-04-28,TSLA,29958,1142641,208745,1826,18.27,617964876,497.68,3.09,53.23,0.69,3733129244,1241681,23322,56746,4.97,-0.71,100,highly_bearish,111837085891752,NASDAQ,US,short_interest
2026-04-29,TSLA,28945,439970,53849,327,12.24,92681914,180.94,2.9,61.27,-1.01,1818768583,512221,6538,11078,2.52,-2.34,100,volatile,52644256634935,NYSE,US,short_interest
2026-04-30,TSLA,28394,355199,59701,355,16.81,691154198,2334.29,2.73,94.41,0.15,4648492934,296087,2249,24828,6.99,-1.74,100,volatile,131989308367996,NYSE,US,short_interest
2026-05-01,TSLA,29698,681502,96528,1710,14.16,151419363,263.14,2.69,79.18,-0.45,2455190843,575424,423,49096,7.2,-6.58,100,volatile,72914257655414,NYSE,US,short_interest
2026-05-04,TSLA,27892,790511,155296,2790,19.65,308871581,310.41,4.26,72.2,-1.24,1969421794,995046,13627,37355,4.73,-3.83,100,neutral,54931112678248,NYSE,US,short_interest
2026-05-05,TSLA,29153,440787,151347,1394,34.34,81778208,147.32,1.21,84.38,-0.57,1857400448,555100,5693,53303,12.09,-3.33,100,highly_bearish,54148795260544,NYSE,US,short_interest
2026-05-06,TSLA,28265,854742,186466,1756,21.82,445795766,525.54,2.6,73.44,-0.54,3690597446,848265,5229,44428,5.2,4.08,100,highly_bearish,104314736811190,NYSE,US,short_interest
2026-05-07,TSLA,29346,309922,115916,2162,37.4,36809498,97.7,0.12,72.19,-1.23,2719155947,376763,5304,52741,17.02,-3.84,100,bearish,79796350420662,NYSE,US,short_interest
2026-05-08,TSLA,27985,300000,99187,358,33.06,454253985,1458.63,1.22,45.74,-0.55,2863093841,311425,8655,31337,10.45,-3.98,100,bearish,80123681140385,NYSE,US,short_interest
2025-05-09,NVDA,6754,562627,80027,635,14.22,43570814,66.05,1.6,77.06,0.8,1096088208,659671,3838,13323,2.37,-2.56,100,bearish,7402979756832,NASDAQ,US,short_interest
2025-05-12,NVDA,6814,460906,189699,3735,41.16,58645344,126.94,2.12,73.34,-0.79,3666091862,462003,6150,104127,22.59,1.14,100,squeeze_watch,24980749947668,NASDAQ,US,short_interest
2025-05-13,NVDA,6971,737957,108354,1925,14.68,94743030,119.97,3.67,58.43,-1.08,4684557675,789725,1938,29232,3.96,-5.02,100,bearish,32656051552425,NYSE,US,short_interest
2025-05-14,NVDA,6623,937215,226362,938,24.15,260162962,245.29,1.26,70.66,-1.15,3267369401,1060622,10148,73614,7.85,5.45,100,highly_bearish,21639787542823,NASDAQ,US,short_interest
2025-05-15,NVDA,6713,1059545,205927,1921,19.44,165378331,176.75,0.53,97.29,0.78,3451426860,935662,6699,111978,10.57,-0.36,100,squeeze_watch,23169428511180,NASDAQ,US,short_interest
2025-05-16,NVDA,6879,664739,273328,4217,41.12,84526236,121.0,2.81,78.91,-1.02,4973448753,698572,5636,77030,11.59,2.39,100,volatile,34212353971887,NASDAQ,US,short_interest
2025-05-19,NVDA,6863,665879,103065,221,15.48,646969612,723.72,1.67,75.99,0.71,4900297952,893945,12534,55006,8.26,-6.43,100,bearish,33630744844576,NYSE,US,short_interest
2025-05-20,NVDA,6983,722083,102493,1780,14.19,401069878,459.65,3.49,62.32,-0.8,4292616695,872546,19460,55356,7.67,2.53,100,volatile,29975342381185,NYSE,US,short_interest
2025-05-21,NVDA,6925,595812,144690,2685,24.28,429308771,857.5,2.72,76.11,0.32,4953487873,500651,15205,65518,11.0,-0.97,100,squeeze_watch,34302903520525,NYSE,US,short_interest
2025-05-22,NVDA,6740,615444,90748,1339,14.75,319235367,451.69,3.88,74.17,-0.1,2004899679,706759,13527,27479,4.46,-2.17,100,volatile,13513023836460,NASDAQ,US,short_interest
2025-05-23,NVDA,6615,452135,79549,1092,17.59,83619698,196.53,2.6,64.18,-0.01,2542210903,425484,7706,15881,3.51,1.82,100,volatile,16816725123345,NASDAQ,US,short_interest
2025-05-26,NVDA,6652,300000,82420,340,27.47,257704475,922.37,0.84,61.44,0.05,4253675831,279394,7070,25470,8.49,-0.63,100,neutral,28295451627812,NASDAQ,US,short_interest
2025-05-27,NVDA,6755,733744,227565,3168,31.01,381676508,483.58,3.27,98.03,-0.49,2692544708,789279,13782,96907,13.21,1.96,100,squeeze_watch,18188139502540,NYSE,US,short_interest
2025-05-28,NVDA,6882,305268,47056,555,15.41,242042952,628.3,4.84,74.34,-0.31,1375605944,385236,4494,17195,5.63,-2.0,100,bearish,9466920106608,NASDAQ,US,short_interest
2025-05-29,NVDA,6705,329091,136256,2696,41.4,143325095,399.58,3.03,49.98,0.55,933616813,358693,3637,26750,8.13,3.72,100,bearish,6259900731165,NASDAQ,US,short_interest
2025-05-30,NVDA,6996,555449,170046,1050,30.61,105057249,162.27,0.15,62.57,-0.94,679443303,647416,12599,57976,10.44,-2.25,100,bearish,4753385347788,NASDAQ,US,short_interest
2025-06-02,NVDA,6909,439981,153943,2703,34.99,32906334,93.39,2.66,84.4,-0.23,740092892,352356,6968,60105,13.66,0.4,100,highly_bearish,5113301790828,NYSE,US,short_interest
2025-06-03,NVDA,6911,395367,105842,2002,26.77,14385181,45.45,2.86,83.9,-1.04,124783075,316518,5507,46079,11.65,-2.79,100,squeeze_watch,862375831325,NASDAQ,US,short_interest
2025-06-04,NVDA,6887,512178,50623,671,9.88,224612907,357.52,1.21,60.48,-1.45,1535347097,628250,1265,19919,3.89,0.11,100,neutral,10573935457039,NYSE,US,short_interest
2025-06-05,NVDA,7105,395778,64122,173,16.2,514999367,1026.35,2.41,72.93,-1.28,4089187416,501777,2468,23836,6.02,-3.39,100,squeeze_watch,29053676590680,NASDAQ,US,short_interest
2025-06-06,NVDA,6766,330164,108155,1713,32.76,552388593,1511.65,1.22,73.75,-0.79,3337610962,365422,2606,33400,10.12,-4.34,100,highly_bearish,22582275768892,NASDAQ,US,short_interest
2025-06-09,NVDA,6956,1323728,139401,2712,10.53,91780239,58.12,3.38,68.89,0.41,1000450642,1579073,9225,52772,3.99,-1.21,100,squeeze_watch,6959134665752,NYSE,US,short_interest
2025-06-10,NVDA,6854,467985,73069,984,15.61,473584835,755.58,3.98,52.46,-1.11,3372566857,626786,13457,27533,5.88,1.11,100,neutral,23115573237878,NASDAQ,US,short_interest
2025-06-11,NVDA,6833,566089,82871,235,14.64,52033942,87.05,3.88,46.89,-0.63,2722737436,597715,14012,31286,5.53,-3.24,100,bearish,18604464900188,NYSE,US,short_interest
2025-06-12,NVDA,6812,490786,73957,378,15.07,89993309,219.92,4.0,59.53,-1.28,3547915454,409207,11493,23913,4.87,5.57,100,volatile,24168400072648,NASDAQ,US,short_interest
2025-06-13,NVDA,6988,300000,80879,1318,26.96,44543772,126.48,2.33,49.78,-1.28,871985658,352180,1583,13662,4.55,0.89,100,neutral,6093435778104,NASDAQ,US,short_interest
2025-06-16,NVDA,6750,300000,104102,1697,34.7,647147543,1567.29,1.68,69.38,-1.21,3773968168,412909,1952,22158,7.39,-6.61,100,volatile,25474285134000,NASDAQ,US,short_interest
2025-06-17,NVDA,6764,843441,342947,6710,40.66,665021209,572.99,4.18,82.05,-0.98,4380903129,1160609,20267,59642,7.07,-1.96,100,bearish,29632428764556,NYSE,US,short_interest
2025-06-18,NVDA,7004,415043,43188,782,10.41,130082073,354.47,0.88,70.89,-0.63,1719752491,366976,2239,7287,1.76,4.65,100,squeeze_watch,12045146446964,NASDAQ,US,short_interest
2025-06-19,NVDA,6975,400285,40534,559,10.13,365387162,809.99,3.44,93.24,0.35,4708599454,451099,2713,19671,4.91,-1.89,100,squeeze_watch,32842481191650,NYSE,US,short_interest
2025-06-20,NVDA,6684,641176,74563,1329,11.63,152586031,214.65,2.74,65.95,-0.32,2593181920,710860,2913,19314,3.01,4.3,100,highly_bearish,17332827953280,NYSE,US,short_interest
2025-06-23,NVDA,6678,594790,215090,3603,36.16,222067370,315.41,3.5,79.42,-0.6,2730894854,704065,1508,62730,10.55,1.09,100,volatile,18236915835012,NASDAQ,US,short_interest
2025-06-24,NVDA,6805,765926,215847,600,28.18,721926298,741.49,5.6,84.98,0.58,4390461118,973614,8266,83172,10.86,2.92,100,highly_bearish,29877087907990,NASDAQ,US,short_interest
2025-06-25,NVDA,6929,658107,178301,847,27.09,429804269,523.43,1.92,54.43,-0.61,4144855287,821130,14611,56802,8.63,-2.75,100,neutral,28719702283623,NASDAQ,US,short_interest
2025-06-26,NVDA,6885,870584,187655,3382,21.56,19690399,24.33,1.73,60.13,-1.27,211561564,809443,24390,29288,3.36,-3.82,85.17,neutral,1456601368140,NYSE,US,short_interest
2025-06-27,NVDA,6993,521851,113570,675,21.76,43837438,104.81,1.31,69.03,-0.48,2777863591,418243,2162,31044,5.95,-0.53,100,bearish,19425600091863,NASDAQ,US,short_interest
2025-06-30,NVDA,6909,1242403,336835,5033,27.11,232943056,224.84,3.26,48.78,-0.78,1351996577,1036024,35691,77888,6.27,-2.0,100,squeeze_watch,9340944350493,NASDAQ,US,short_interest
2025-07-01,NVDA,7020,1154144,333522,4462,28.9,248058645,187.32,3.91,76.67,-1.33,2656206948,1324241,24700,172589,14.95,3.8,100,neutral,18646572774960,NYSE,US,short_interest
2025-07-02,NVDA,6971,323772,118570,957,36.62,99274648,279.65,5.7,53.09,-0.94,4960632667,354991,2133,20842,6.44,-4.4,100,volatile,34580570321657,NASDAQ,US,short_interest
2025-07-03,NVDA,6816,300000,59488,626,19.83,229027499,620.46,1.71,66.6,0.58,4330063882,369125,8141,21625,7.21,0.22,100,volatile,29513715419712,NYSE,US,short_interest
2025-07-04,NVDA,7282,300000,39736,99,13.25,28773850,69.1,6.03,97.37,0.51,201997719,416415,4682,14647,4.88,1.92,100,squeeze_watch,1470947389758,NASDAQ,US,short_interest
2025-07-07,NVDA,6857,445894,84201,321,18.88,228686715,420.4,1.51,74.67,-1.44,4981769006,543969,234,19965,4.48,-2.54,100,highly_bearish,34159990074142,NYSE,US,short_interest
2025-07-08,NVDA,6985,1256554,368160,1357,29.3,324171605,222.45,1.72,70.26,-1.12,2487642778,1457296,11431,79730,6.35,0.61,100,volatile,17376184804330,NYSE,US,short_interest
2025-07-09,NVDA,6729,929119,98224,484,10.57,139685678,118.58,4.38,72.82,-0.39,2323304581,1177957,15529,51505,5.54,1.91,100,neutral,15633516525549,NYSE,US,short_interest
2025-07-10,NVDA,6821,688134,251482,718,36.55,77790214,81.94,0.94,56.01,-0.49,1289736049,949333,14698,43298,6.29,0.69,100,volatile,8797289590229,NASDAQ,US,short_interest
2025-07-11,NVDA,7311,505002,84281,730,16.69,260142892,438.33,4.88,86.0,-1.28,2201912298,593486,8994,45871,9.08,-2.41,100,volatile,16098180810678,NYSE,US,short_interest
2025-07-14,NVDA,6711,1645788,684776,10174,41.61,21066598,12.17,2.61,87.2,-0.03,296157239,1730604,28580,329755,20.04,-6.51,97.72,bearish,1987511230929,NYSE,US,short_interest
2025-07-15,NVDA,6882,473565,129541,363,27.35,18622995,43.71,4.22,66.48,-0.33,105756398,426040,8077,61398,12.97,-1.63,100,neutral,727815531036,NASDAQ,US,short_interest
2025-07-16,NVDA,6837,991310,248538,4269,25.07,548465799,514.11,3.13,62.58,0.72,4583767079,1066832,20038,122255,12.33,-5.24,100,squeeze_watch,31339215519123,NASDAQ,US,short_interest
2025-07-17,NVDA,7038,1065348,365345,2744,34.29,105611577,81.58,3.82,82.29,0.68,4397518955,1294514,10208,68138,6.4,-4.68,100,squeeze_watch,30949738405290,NYSE,US,short_interest
2025-07-18,NVDA,6805,415846,84142,1287,20.23,226700550,678.04,1.26,47.07,-0.82,4193334047,334346,1306,29377,7.06,-8.14,100,neutral,28535638189835,NYSE,US,short_interest
2025-07-21,NVDA,7002,424503,130388,2477,30.72,35609967,67.55,0.84,51.49,0.5,424975363,527140,9782,34801,8.2,1.49,100,volatile,2975677491726,NASDAQ,US,short_interest
2025-07-22,NVDA,6988,717744,264097,4572,36.8,315492764,392.47,0.26,56.77,0.47,4230846454,803861,21097,89046,12.41,5.35,100,volatile,29565155020552,NASDAQ,US,short_interest
2025-07-23,NVDA,6830,542976,76473,607,14.08,258295306,573.83,0.05,76.4,-0.28,2903881575,450123,2149,15402,2.84,-1.21,100,squeeze_watch,19833511157250,NYSE,US,short_interest
2025-07-24,NVDA,6823,516031,199184,3398,38.6,183651704,318.04,3.53,89.0,-1.03,1189751463,577440,7514,84798,16.43,0.15,100,volatile,8117674232049,NASDAQ,US,short_interest
2025-07-25,NVDA,6967,490511,61829,676,12.61,240481444,386.58,2.62,57.18,0.28,2194382086,622071,11541,30866,6.29,-1.44,100,highly_bearish,15288259993162,NASDAQ,US,short_interest
2025-07-28,NVDA,6751,510961,212009,501,41.49,515297913,826.07,3.04,78.89,-0.12,4004693528,623798,8921,60458,11.83,-0.89,100,neutral,27035686007528,NASDAQ,US,short_interest
2025-07-29,NVDA,7154,766853,177910,1597,23.2,26877833,28.78,1.39,87.09,-0.99,1906527862,933969,7234,95049,12.39,-9.48,100,bearish,13639300324748,NASDAQ,US,short_interest
2025-07-30,NVDA,6865,691202,102913,1634,14.89,598937092,1068.73,2.44,51.76,-0.86,4853492619,560417,15482,51134,7.4,4.28,100,neutral,33319226829435,NYSE,US,short_interest
2025-07-31,NVDA,6547,538656,224546,1547,41.69,54697984,76.38,4.67,93.96,-0.91,1382350432,716084,2387,51194,9.5,-0.2,100,neutral,9050248278304,NASDAQ,US,short_interest
2025-08-01,NVDA,6896,482683,166997,3288,34.6,341525094,713.02,0.35,80.23,0.12,2390568670,478983,2769,40459,8.38,0.82,100,bearish,16485361548320,NASDAQ,US,short_interest
2025-08-04,NVDA,6798,652912,139918,386,21.43,103161266,155.6,2.45,82.55,-1.39,1599551032,663002,9579,37777,5.79,2.9,100,highly_bearish,10873747915536,NASDAQ,US,short_interest
